order_id,customer_id,order_date,status,shipping_cost
O001166,C00854,2024-11-22,Shipped,4.99
O001167,C00201,2024-08-07,Cancelled,4.99
O001168,C00779,2024-04-02,Delivered,12.99
O001169,C00477,2024-10-16,Delivered,0.0
O001170,C00407,2024-04-03,Delivered,4.99
O001171,C00891,2024-06-20,Delivered,7.99
O001172,C00915,2025-12-27,Cancelled,0.0
O001173,C00204,2024-12-11,Delivered,7.99
O001174,C00185,2025-01-26,Delivered,12.99
O001175,C00949,2025-11-17,Delivered,19.99
O001176,C00090,2025-12-30,Delivered,12.99
O001177,C00689,2025-03-20,Delivered,4.99
O001178,C00721,2025-10-14,Shipped,7.99
O001179,C00347,2024-10-29,Delivered,0.0
O001180,C00790,2024-10-07,Delivered,0.0
O001181,C00873,2024-11-27,Delivered,0.0
O001182,C00602,2025-06-17,Delivered,4.99
O001183,C00679,2025-06-25,Delivered,12.99
O001184,C00068,2024-10-17,Delivered,4.99
O001185,C00024,2024-05-12,Delivered,7.99
O001186,C00659,2025-05-12,Shipped,4.99
O001187,C00264,2024-05-07,Shipped,4.99
O001188,C00858,2025-03-15,Delivered,19.99
O001189,C00053,2025-07-03,Returned,0.0
O001190,C00706,2025-07-09,Shipped,7.99
O001191,C00341,2025-08-18,Cancelled,4.99
O001192,C00081,2025-11-16,Delivered,0.0
O001193,C00894,2024-12-31,Returned,4.99
O001194,C00548,2025-07-31,Shipped,12.99
O001195,C00235,2025-04-28,Shipped,0.0
O001196,C00793,2024-06-28,Delivered,0.0
O001197,C00025,2024-01-22,Shipped,0.0
O001198,C00236,2024-09-14,Returned,7.99
O001199,C00613,2024-12-11,Delivered,7.99
O001200,C00740,2025-04-26,Delivered,7.99
O001201,C00971,2025-11-08,Returned,4.99
O001202,C00848,2024-07-05,Delivered,12.99
O001203,C00194,2024-05-04,Delivered,7.99
O001204,C00566,2025-12-19,Delivered,12.99
O001205,C00906,2024-04-16,Returned,12.99
O001206,C00541,2024-12-24,Delivered,7.99
O001207,C00126,2025-03-23,Delivered,4.99
O001208,C00672,2025-02-04,Delivered,12.99
O001209,C00403,2024-03-23,Shipped,19.99
O001210,C00026,2024-02-21,Delivered,0.0
O001211,C00611,2024-04-13,Cancelled,0.0
O001212,C00260,2025-03-23,Returned,19.99
O001213,C00657,2025-02-07,Delivered,0.0
O001214,C00569,2024-08-02,Delivered,12.99
O001215,C00979,2025-05-18,Delivered,4.99
O001216,C00294,2025-10-22,Delivered,0.0
O001217,C00236,2024-02-05,Delivered,0.0
O001218,C00402,2024-12-31,Cancelled,0.0
O001219,C00813,2025-06-30,Cancelled,0.0
O001220,C00220,2024-08-17,Delivered,4.99
O001221,C00703,2024-10-09,Delivered,7.99
O001222,C00215,2025-04-22,Delivered,19.99
O001223,C00170,2025-11-25,Delivered,4.99
O001224,C00078,2025-10-12,Delivered,4.99
O001225,C00994,2025-03-20,Cancelled,4.99
O001226,C00613,2025-07-31,Returned,4.99
O001227,C00764,2024-11-13,Delivered,4.99
O001228,C00984,2025-05-21,Cancelled,0.0
O001229,C00076,2024-12-19,Delivered,0.0
O001230,C00253,2024-06-30,Shipped,0.0
O001231,C00828,2025-07-09,Delivered,0.0
O001232,C00540,2025-02-20,Delivered,7.99
O001233,C00069,2024-11-11,Returned,0.0
O001234,C00306,2025-11-30,Delivered,12.99
O001235,C00457,2024-01-18,Shipped,19.99
O001236,C00576,2024-10-17,Delivered,19.99
O001237,C00850,2024-02-21,Delivered,19.99
O001238,C00289,2025-08-28,Delivered,0.0
O001239,C00440,2025-07-10,Delivered,4.99
O001240,C00721,2024-11-01,Delivered,0.0
O001241,C00510,2025-06-20,Delivered,12.99
O001242,C00929,2024-11-24,Delivered,12.99
O001243,C00103,2025-08-20,Delivered,12.99
O001244,C00432,2024-12-15,Delivered,4.99
O001245,C00852,2024-11-30,Delivered,7.99
O001246,C00494,2025-12-08,Cancelled,0.0
O001247,C00118,2024-08-16,Delivered,0.0
O001248,C00530,2024-04-29,Delivered,7.99
O001249,C00352,2025-03-22,Delivered,4.99
O001250,C00001,2025-12-21,Delivered,19.99
O001251,C00103,2024-11-18,Delivered,0.0
O001252,C00982,2024-02-26,Delivered,12.99
O001253,C00163,2024-11-04,Delivered,4.99
O001254,C00525,2025-01-05,Delivered,12.99
O001255,C00391,2024-06-09,Shipped,12.99
O001256,C00679,2025-06-06,Delivered,12.99
O001257,C00185,2025-12-31,Delivered,0.0
O001258,C00784,2024-12-14,Delivered,19.99
O001259,C00108,2024-11-10,Shipped,0.0
O001260,C00807,2024-11-26,Delivered,0.0
O001261,C00210,2024-04-23,Delivered,4.99
O001262,C00540,2025-11-20,Delivered,12.99
O001263,C00604,2024-12-01,Delivered,4.99
O001264,C00732,2024-11-21,Delivered,12.99
O001265,C00724,2025-06-07,Shipped,7.99
O001266,C00830,2024-12-11,Delivered,0.0
O001267,C00314,2025-05-29,Delivered,19.99
O001268,C00779,2024-02-26,Delivered,0.0
O001269,C00971,2025-10-16,Delivered,12.99
O001270,C00679,2025-12-10,Delivered,4.99
O001271,C00497,2025-05-29,Delivered,4.99
O001272,C00879,2025-12-15,Delivered,4.99
O001273,C00779,2024-06-01,Delivered,0.0
O001274,C00344,2024-12-23,Delivered,4.99
O001275,C00351,2025-04-09,Delivered,0.0
O001276,C00559,2025-03-19,Delivered,0.0
O001277,C00512,2024-11-26,Delivered,0.0
O001278,C00523,2024-11-04,Delivered,4.99
O001279,C00071,2024-05-06,Delivered,7.99
O001280,C00281,2024-11-23,Delivered,7.99
O001281,C00232,2024-06-09,Delivered,12.99
O001282,C00645,2025-08-03,Returned,7.99
O001283,C00304,2024-07-14,Shipped,7.99
O001284,C00913,2024-02-23,Delivered,7.99
O001285,C00244,2025-02-16,Cancelled,4.99
O001286,C00719,2025-04-02,Shipped,7.99
O001287,C00558,2025-11-16,Delivered,0.0
O001288,C00143,2025-03-14,Shipped,12.99
O001289,C00840,2024-11-06,Delivered,7.99
O001290,C00303,2025-10-04,Delivered,0.0
O001291,C00351,2025-02-03,Delivered,7.99
O001292,C00151,2024-03-16,Delivered,0.0
O001293,C00745,2025-03-02,Delivered,0.0
O001294,C00793,2025-11-29,Delivered,0.0
O001295,C00866,2024-11-24,Returned,7.99
O001296,C00203,2024-09-27,Cancelled,7.99
O001297,C00670,2024-05-23,Cancelled,12.99
O001298,C00709,2024-06-01,Shipped,0.0
O001299,C00919,2024-12-07,Returned,4.99
O001300,C00846,2025-04-03,Delivered,7.99
O001301,C00418,2024-03-17,Delivered,0.0
O001302,C00334,2025-12-10,Delivered,7.99
O001303,C00912,2025-08-19,Cancelled,0.0
O001304,C00410,2025-03-24,Delivered,0.0
O001305,C00817,2025-10-31,Shipped,4.99
O001306,C00130,2024-03-17,Delivered,7.99
O001307,C00779,2024-12-23,Delivered,0.0
O001308,C00350,2025-05-10,Shipped,0.0
O001309,C00760,2025-11-01,Delivered,0.0
O001310,C00226,2025-09-13,Delivered,0.0
O001311,C00196,2024-09-06,Delivered,0.0
O001312,C00426,2025-12-10,Delivered,4.99
O001313,C00040,2024-05-03,Delivered,7.99
O001314,C00717,2025-11-17,Delivered,4.99
O001315,C00681,2025-12-21,Delivered,7.99
O001316,C00355,2024-06-20,Delivered,7.99
O001317,C00168,2025-07-25,Shipped,0.0
O001318,C00560,2024-02-03,Delivered,0.0
O001319,C00775,2024-11-28,Delivered,12.99
O001320,C00766,2025-01-13,Shipped,0.0
O001321,C00560,2025-03-18,Delivered,0.0
O001322,C00755,2025-12-09,Cancelled,0.0
O001323,C00028,2025-06-17,Delivered,7.99
O001324,C00497,2024-12-25,Delivered,7.99
O001325,C00938,2025-10-11,Delivered,19.99
O001326,C00490,2025-12-14,Returned,12.99
O001327,C00438,2024-01-19,Shipped,4.99
O001328,C00779,2025-12-25,Delivered,4.99
O001329,C00214,2024-03-23,Delivered,0.0
O001330,C00149,2025-10-16,Shipped,0.0
O001331,C00676,2024-09-10,Delivered,0.0
O001332,C00054,2024-05-11,Shipped,0.0
O001333,C00051,2024-12-10,Delivered,0.0
O001334,C00629,2025-05-24,Delivered,0.0
O001335,C00857,2024-11-19,Delivered,4.99
O001336,C00579,2024-02-18,Delivered,19.99
O001337,C00380,2025-04-07,Delivered,7.99
O001338,C00961,2025-11-27,Processing,19.99
O001339,C00515,2024-11-20,Delivered,4.99
O001340,C00458,2024-07-20,Delivered,4.99
O001341,C00799,2024-12-11,Delivered,4.99
O001342,C00732,2024-02-12,Delivered,0.0
O001343,C00899,2025-10-23,Cancelled,0.0
O001344,C00486,2025-10-29,Shipped,19.99
O001345,C00885,2025-03-26,Delivered,19.99
O001346,C00682,2024-11-09,Processing,0.0
O001347,C00952,2025-10-01,Shipped,0.0
O001348,C00193,2025-02-18,Cancelled,4.99
O001349,C00109,2025-10-29,Delivered,0.0
O001350,C00519,2025-05-11,Cancelled,4.99
O001351,C00353,2025-09-14,Delivered,0.0
O001352,C00573,2025-04-06,Delivered,4.99
O001353,C00874,2024-12-01,Cancelled,0.0
O001354,C00984,2025-12-17,Delivered,4.99
O001355,C00502,2025-02-04,Delivered,0.0
O001356,C00299,2025-04-13,Shipped,4.99
O001357,C00015,2024-07-23,Shipped,19.99
O001358,C00956,2025-05-05,Delivered,4.99
O001359,C00847,2025-03-08,Cancelled,12.99
O001360,C00747,2024-06-26,Delivered,12.99
O001361,C00820,2024-02-24,Delivered,19.99
O001362,C00597,2025-04-12,Shipped,7.99
O001363,C00734,2025-08-26,Delivered,7.99
O001364,C00667,2025-01-19,Delivered,12.99
O001365,C00400,2024-07-28,Delivered,0.0
O001366,C00463,2025-06-13,Delivered,4.99
O001367,C00350,2024-03-17,Delivered,19.99
O001368,C00468,2024-12-11,Shipped,7.99
O001369,C00522,2024-06-10,Shipped,19.99
O001370,C00456,2024-06-26,Delivered,7.99
O001371,C00399,2024-07-09,Shipped,12.99
O001372,C00849,2024-11-21,Delivered,7.99
O001373,C00544,2024-02-15,Delivered,7.99
O001374,C00758,2024-11-25,Cancelled,4.99
O001375,C00822,2025-01-10,Delivered,19.99
O001376,C00221,2024-12-25,Delivered,12.99
O001377,C00831,2024-11-20,Delivered,12.99
O001378,C00961,2025-11-04,Delivered,7.99
O001379,C00474,2024-05-25,Cancelled,4.99
O001380,C00164,2025-01-05,Delivered,0.0
O001381,C00600,2024-02-26,Delivered,19.99
O001382,C00335,2024-03-07,Delivered,7.99
O001383,C00986,2025-03-11,Delivered,0.0
O001384,C00693,2025-03-02,Delivered,0.0
O001385,C00342,2025-11-18,Delivered,12.99
O001386,C00795,2025-02-21,Cancelled,12.99
O001387,C00974,2025-12-17,Cancelled,12.99
O001388,C00989,2024-02-12,Delivered,7.99
O001389,C00155,2024-04-05,Delivered,4.99
O001390,C00957,2024-02-07,Delivered,4.99
O001391,C00050,2024-06-27,Returned,0.0
O001392,C00003,2025-02-04,Processing,12.99
O001393,C00708,2025-05-26,Delivered,0.0
O001394,C00492,2024-02-09,Shipped,7.99
O001395,C00765,2025-12-12,Delivered,4.99
O001396,C00065,2025-11-05,Delivered,4.99
O001397,C00733,2024-09-27,Delivered,19.99
O001398,C00945,2024-03-14,Delivered,0.0
O001399,C00475,2024-06-15,Delivered,7.99
O001400,C00923,2024-05-06,Delivered,0.0
O001401,C00235,2024-05-02,Delivered,0.0
O001402,C00541,2025-01-15,Delivered,4.99
O001403,C00255,2024-08-12,Delivered,0.0
O001404,C00710,2024-11-11,Delivered,7.99
O001405,C00187,2025-12-28,Delivered,4.99
O001406,C00674,2025-06-26,Delivered,0.0
O001407,C00223,2025-12-13,Delivered,0.0
O001408,C00208,2024-05-22,Delivered,7.99
O001409,C00245,2024-11-19,Delivered,12.99
O001410,C00584,2025-02-18,Delivered,4.99
O001411,C00050,2024-03-13,Delivered,7.99
O001412,C00785,2024-01-04,Delivered,7.99
O001413,C00375,2025-06-16,Shipped,7.99
O001414,C00819,2025-05-22,Delivered,0.0
O001415,C00065,2024-11-30,Delivered,7.99
O001416,C00197,2024-12-28,Delivered,7.99
O001417,C00315,2024-12-01,Delivered,7.99
O001418,C00527,2024-01-20,Delivered,7.99
O001419,C00482,2024-11-03,Delivered,19.99
O001420,C00201,2024-06-20,Delivered,0.0
O001421,C00159,2024-04-05,Returned,19.99
O001422,C00257,2025-12-16,Delivered,4.99
O001423,C00576,2025-04-07,Delivered,7.99
O001424,C00758,2025-07-30,Delivered,0.0
O001425,C00459,2024-10-17,Returned,4.99
O001426,C00258,2024-11-23,Shipped,7.99
O001427,C00943,2024-08-05,Delivered,7.99
O001428,C00014,2024-04-04,Cancelled,0.0
O001429,C00638,2024-06-22,Delivered,4.99
O001430,C00421,2025-09-28,Shipped,0.0
O001431,C00610,2025-06-21,Shipped,19.99
O001432,C00487,2025-02-10,Delivered,12.99
O001433,C00342,2024-12-22,Delivered,0.0
O001434,C00281,2025-12-04,Delivered,12.99
O001435,C00417,2024-03-09,Delivered,12.99
O001436,C00196,2024-09-10,Delivered,4.99
O001437,C00014,2024-11-08,Shipped,7.99
O001438,C00866,2025-09-12,Delivered,4.99
O001439,C00252,2025-12-29,Delivered,7.99
O001440,C00991,2024-08-08,Delivered,4.99
O001441,C00865,2025-11-17,Delivered,4.99
O001442,C00892,2025-11-01,Delivered,4.99
O001443,C00662,2024-07-27,Delivered,0.0
O001444,C00796,2024-11-26,Delivered,12.99
O001445,C00362,2024-11-29,Delivered,4.99
O001446,C00603,2025-12-24,Delivered,4.99
O001447,C00545,2024-06-23,Processing,12.99
O001448,C00279,2025-09-30,Delivered,4.99
O001449,C00514,2024-11-02,Delivered,4.99
O001450,C00766,2025-08-01,Delivered,19.99
O001451,C00835,2024-12-03,Delivered,12.99
O001452,C00358,2025-03-15,Delivered,0.0
O001453,C00819,2025-11-02,Delivered,4.99
O001454,C00886,2025-10-06,Delivered,19.99
O001455,C00928,2025-11-14,Cancelled,4.99
O001456,C00872,2024-02-24,Delivered,4.99
O001457,C00919,2025-07-02,Delivered,0.0
O001458,C00727,2024-05-20,Cancelled,0.0
O001459,C00095,2024-12-01,Delivered,7.99
O001460,C00452,2025-02-12,Delivered,7.99
O001461,C00716,2024-11-27,Delivered,19.99
O001462,C00151,2025-01-16,Delivered,7.99
O001463,C00315,2025-12-30,Shipped,0.0
O001464,C00712,2024-05-15,Delivered,0.0
O001465,C00403,2025-06-19,Shipped,19.99
O001466,C00434,2024-11-24,Returned,4.99
O001467,C00026,2024-05-12,Returned,4.99
O001468,C00959,2024-06-06,Cancelled,12.99
O001469,C00720,2025-12-13,Delivered,7.99
O001470,C00846,2025-11-19,Delivered,0.0
O001471,C00729,2025-11-28,Delivered,12.99
O001472,C00701,2025-12-28,Delivered,19.99
O001473,C00545,2024-07-14,Cancelled,0.0
O001474,C00382,2024-11-10,Delivered,12.99
O001475,C00810,2025-06-15,Cancelled,4.99
O001476,C00055,2024-12-26,Shipped,4.99
O001477,C00431,2024-12-02,Processing,12.99
O001478,C00866,2024-11-11,Cancelled,19.99
O001479,C00118,2025-04-01,Delivered,0.0
O001480,C00322,2025-03-12,Delivered,0.0
O001481,C00274,2024-06-08,Delivered,0.0
O001482,C00281,2024-12-21,Delivered,7.99
O001483,C00341,2025-02-17,Delivered,0.0
O001484,C00280,2025-03-07,Shipped,4.99
O001485,C00815,2024-07-15,Cancelled,0.0
O001486,C00201,2025-08-09,Delivered,4.99
O001487,C00002,2024-01-21,Delivered,0.0
O001488,C00206,2024-11-10,Delivered,12.99
O001489,C00026,2025-09-10,Delivered,0.0
O001490,C00291,2025-02-28,Delivered,4.99
O001491,C00463,2024-08-23,Delivered,12.99
O001492,C00679,2025-07-04,Delivered,7.99
O001493,C00755,2025-03-04,Delivered,0.0
O001494,C00450,2025-09-27,Delivered,0.0
O001495,C00867,2025-08-04,Delivered,7.99
O001496,C00963,2025-04-18,Delivered,4.99
O001497,C00674,2024-12-27,Delivered,7.99
O001498,C00449,2024-05-12,Delivered,4.99
O001499,C00572,2024-08-23,Returned,4.99
O001500,C00095,2024-12-03,Delivered,4.99
O001501,C00306,2025-04-07,Delivered,7.99
O001502,C00055,2025-01-11,Shipped,12.99
O001503,C00838,2024-09-18,Delivered,0.0
O001504,C00858,2024-01-06,Returned,4.99
O001505,C00411,2024-12-30,Delivered,0.0
O001506,C00185,2024-09-15,Delivered,4.99
O001507,C00342,2025-08-03,Delivered,12.99
O001508,C00751,2024-01-20,Delivered,4.99
O001509,C00066,2025-03-22,Delivered,19.99
O001510,C00027,2025-12-11,Delivered,7.99
O001511,C00314,2024-06-18,Delivered,19.99
O001512,C00361,2024-12-21,Delivered,7.99
O001513,C00388,2024-03-29,Delivered,0.0
O001514,C00133,2025-05-05,Delivered,0.0
O001515,C00699,2025-02-14,Delivered,4.99
O001516,C00128,2024-11-28,Delivered,0.0
O001517,C00792,2025-01-18,Delivered,4.99
O001518,C00261,2025-11-25,Shipped,4.99
O001519,C00338,2024-07-05,Delivered,19.99
O001520,C00506,2024-01-19,Delivered,4.99
O001521,C00035,2025-11-12,Delivered,7.99
O001522,C00535,2025-03-14,Delivered,19.99
O001523,C00491,2025-11-23,Returned,12.99
O001524,C00673,2025-04-04,Delivered,0.0
O001525,C00475,2025-10-12,Delivered,4.99
O001526,C00962,2024-12-06,Delivered,4.99
O001527,C00474,2025-08-15,Cancelled,4.99
O001528,C00392,2025-12-01,Delivered,4.99
O001529,C00469,2025-03-09,Processing,12.99
O001530,C00166,2024-06-23,Returned,4.99
O001531,C00934,2024-08-29,Delivered,4.99
O001532,C00893,2024-07-07,Returned,19.99
O001533,C00248,2024-08-12,Delivered,0.0
O001534,C00567,2024-10-07,Cancelled,4.99
O001535,C00466,2025-02-19,Delivered,7.99
O001536,C00554,2025-03-26,Delivered,0.0
O001537,C00074,2024-12-05,Delivered,7.99
O001538,C00696,2025-04-24,Shipped,0.0
O001539,C00423,2024-03-18,Delivered,12.99
O001540,C00357,2024-03-25,Delivered,4.99
O001541,C00980,2024-06-16,Delivered,4.99
O001542,C00921,2025-01-15,Delivered,7.99
O001543,C00520,2024-07-18,Delivered,0.0
O001544,C00027,2024-09-13,Delivered,0.0
O001545,C00831,2024-11-26,Delivered,4.99
O001546,C00090,2025-10-14,Delivered,4.99
O001547,C00628,2024-01-12,Delivered,4.99
O001548,C00635,2025-05-30,Delivered,7.99
O001549,C00202,2025-06-14,Delivered,7.99
O001550,C00205,2025-09-30,Returned,7.99
O001551,C00649,2025-12-08,Delivered,4.99
O001552,C00526,2024-01-17,Returned,0.0
O001553,C01000,2024-06-03,Shipped,7.99
O001554,C00799,2025-11-21,Delivered,12.99
O001555,C00744,2024-12-17,Delivered,0.0
O001556,C00669,2025-03-01,Shipped,4.99
O001557,C00125,2025-06-10,Delivered,4.99
O001558,C00108,2025-06-22,Delivered,4.99
O001559,C00987,2025-12-07,Delivered,7.99
O001560,C00223,2025-12-30,Delivered,0.0
O001561,C00071,2025-07-23,Shipped,7.99
O001562,C00674,2024-09-17,Delivered,0.0
O001563,C00154,2025-11-19,Delivered,4.99
O001564,C00673,2024-02-13,Delivered,12.99
O001565,C00480,2024-07-31,Delivered,4.99
O001566,C00873,2025-11-25,Delivered,0.0
O001567,C00424,2024-08-20,Delivered,19.99
O001568,C00887,2024-07-23,Cancelled,12.99
O001569,C00623,2024-05-18,Delivered,7.99
O001570,C00729,2025-11-11,Shipped,4.99
O001571,C00969,2024-12-31,Delivered,0.0
O001572,C00858,2025-06-19,Delivered,19.99
O001573,C00545,2024-08-07,Delivered,4.99
O001574,C00249,2025-08-21,Delivered,12.99
O001575,C00550,2025-08-23,Delivered,4.99
O001576,C00015,2024-10-14,Delivered,4.99
O001577,C00199,2024-11-30,Delivered,19.99
O001578,C00170,2024-07-15,Shipped,4.99
O001579,C00562,2025-12-23,Delivered,0.0
O001580,C00601,2025-05-26,Delivered,0.0
O001581,C00074,2025-12-08,Delivered,4.99
O001582,C00918,2024-10-04,Delivered,0.0
O001583,C00284,2025-09-12,Delivered,4.99
O001584,C00830,2025-08-27,Delivered,4.99
O001585,C00761,2025-07-02,Returned,7.99
O001586,C00576,2025-12-19,Shipped,4.99
O001587,C00619,2024-11-23,Delivered,19.99
O001588,C00601,2024-05-10,Delivered,0.0
O001589,C00378,2025-06-17,Delivered,7.99
O001590,C00653,2025-07-30,Shipped,0.0
O001591,C00511,2025-03-12,Delivered,7.99
O001592,C00289,2024-07-13,Delivered,19.99
O001593,C00773,2025-01-04,Shipped,12.99
O001594,C00969,2024-10-14,Delivered,7.99
O001595,C00857,2024-12-06,Delivered,4.99
O001596,C00858,2025-05-26,Delivered,12.99
O001597,C00051,2025-08-12,Delivered,19.99
O001598,C00067,2024-08-01,Delivered,19.99
O001599,C00162,2024-11-28,Delivered,4.99
O001600,C00610,2024-08-29,Delivered,19.99
O001601,C00680,2024-07-07,Delivered,0.0
O001602,C00154,2025-09-13,Shipped,0.0
O001603,C00585,2025-11-29,Delivered,0.0
O001604,C00046,2024-11-15,Delivered,0.0
O001605,C00667,2025-08-16,Delivered,7.99
O001606,C00141,2025-11-25,Shipped,12.99
O001607,C00624,2025-11-07,Shipped,7.99
O001608,C00788,2024-06-25,Delivered,7.99
O001609,C00295,2025-12-16,Delivered,4.99
O001610,C00864,2024-11-17,Shipped,7.99
O001611,C00504,2024-11-04,Delivered,4.99
O001612,C00826,2024-02-27,Delivered,12.99
O001613,C00774,2024-12-26,Cancelled,7.99
O001614,C00175,2024-04-17,Delivered,7.99
O001615,C00863,2024-08-14,Processing,4.99
O001616,C00802,2024-10-19,Cancelled,12.99
O001617,C00769,2025-10-10,Delivered,0.0
O001618,C00289,2025-11-17,Returned,4.99
O001619,C00633,2024-10-03,Shipped,7.99
O001620,C00391,2025-11-11,Delivered,4.99
O001621,C00789,2025-11-11,Delivered,12.99
O001622,C00836,2025-08-26,Delivered,4.99
O001623,C00179,2024-05-27,Delivered,4.99
O001624,C00284,2025-07-01,Shipped,12.99
O001625,C00748,2025-12-12,Delivered,4.99
O001626,C00967,2025-06-25,Delivered,4.99
O001627,C00873,2024-11-01,Delivered,4.99
O001628,C00355,2025-01-01,Cancelled,0.0
O001629,C00141,2025-05-26,Delivered,7.99
O001630,C00345,2025-01-09,Delivered,0.0
O001631,C00643,2024-04-28,Delivered,12.99
O001632,C00838,2024-10-13,Delivered,7.99
O001633,C00353,2025-10-04,Delivered,0.0
O001634,C00719,2025-11-12,Delivered,7.99
O001635,C00393,2024-05-17,Delivered,7.99
O001636,C00557,2025-12-15,Delivered,0.0
O001637,C00235,2024-10-31,Returned,0.0
O001638,C00412,2025-06-09,Delivered,4.99
O001639,C00430,2025-08-17,Delivered,7.99
O001640,C00489,2025-10-14,Delivered,7.99
O001641,C00143,2025-12-12,Delivered,4.99
O001642,C00400,2024-10-14,Delivered,7.99
O001643,C00741,2025-11-11,Delivered,7.99
O001644,C00636,2024-05-11,Delivered,7.99
O001645,C00581,2025-07-12,Delivered,7.99
O001646,C00383,2025-08-09,Delivered,4.99
O001647,C00997,2025-06-21,Shipped,12.99
O001648,C00531,2024-08-17,Delivered,7.99
O001649,C00645,2025-11-16,Delivered,12.99
O001650,C00144,2024-06-14,Delivered,4.99
O001651,C00733,2024-02-17,Delivered,0.0
O001652,C00738,2025-07-21,Delivered,4.99
O001653,C00361,2024-12-23,Delivered,4.99
O001654,C00714,2025-11-08,Delivered,7.99
O001655,C00828,2024-11-20,Delivered,4.99
O001656,C00531,2024-06-14,Delivered,12.99
O001657,C00175,2025-11-03,Returned,7.99
O001658,C00127,2025-02-12,Delivered,7.99
O001659,C00918,2024-06-30,Delivered,0.0
O001660,C00885,2025-07-24,Shipped,19.99
O001661,C00188,2025-01-09,Delivered,12.99
O001662,C00269,2025-04-12,Delivered,7.99
O001663,C00401,2024-12-17,Delivered,4.99
O001664,C00955,2025-11-01,Delivered,4.99
O001665,C00093,2025-11-01,Delivered,0.0
O001666,C00114,2025-07-15,Shipped,4.99
O001667,C00835,2024-04-13,Delivered,0.0
O001668,C00307,2025-11-04,Delivered,7.99
O001669,C00284,2025-06-16,Delivered,7.99
O001670,C00885,2025-07-06,Shipped,4.99
O001671,C00430,2024-11-13,Delivered,4.99
O001672,C00573,2025-11-19,Delivered,12.99
O001673,C00976,2025-07-27,Delivered,0.0
O001674,C00957,2024-04-20,Delivered,7.99
O001675,C00847,2024-11-29,Delivered,0.0
O001676,C00715,2025-11-21,Delivered,0.0
O001677,C00500,2024-02-11,Returned,0.0
O001678,C00559,2025-12-18,Delivered,7.99
O001679,C00321,2025-06-22,Delivered,4.99
O001680,C00135,2025-05-11,Delivered,12.99
O001681,C00883,2024-08-31,Delivered,4.99
O001682,C00684,2024-08-14,Delivered,0.0
O001683,C00185,2025-12-11,Delivered,7.99
O001684,C00455,2024-09-29,Shipped,0.0
O001685,C00839,2025-09-05,Delivered,7.99
O001686,C00572,2024-11-23,Delivered,0.0
O001687,C00321,2024-05-19,Delivered,4.99
O001688,C00387,2024-01-09,Delivered,7.99
O001689,C00654,2025-02-07,Delivered,19.99
O001690,C00326,2025-12-23,Shipped,4.99
O001691,C00143,2024-11-15,Returned,12.99
O001692,C00581,2024-11-11,Delivered,0.0
O001693,C00477,2024-11-06,Delivered,12.99
O001694,C00667,2025-01-17,Cancelled,7.99
O001695,C00613,2024-12-10,Delivered,0.0
O001696,C00001,2025-11-19,Delivered,4.99
O001697,C00046,2025-01-05,Delivered,0.0
O001698,C00920,2025-01-06,Shipped,4.99
O001699,C00416,2024-05-18,Delivered,0.0
O001700,C00566,2025-12-25,Shipped,7.99
O001701,C00634,2024-08-15,Shipped,19.99
O001702,C00428,2024-03-09,Delivered,0.0
O001703,C00819,2025-06-10,Delivered,4.99
O001704,C00593,2025-04-02,Shipped,7.99
O001705,C00138,2024-12-01,Delivered,12.99
O001706,C00421,2024-12-04,Delivered,4.99
O001707,C00911,2025-09-15,Delivered,4.99
O001708,C00042,2024-07-04,Delivered,4.99
O001709,C00848,2025-10-23,Delivered,0.0
O001710,C00218,2025-05-29,Delivered,0.0
O001711,C00909,2024-12-03,Delivered,4.99
O001712,C00860,2024-12-16,Cancelled,0.0
O001713,C00287,2024-08-20,Delivered,7.99
O001714,C00933,2025-08-17,Delivered,4.99
O001715,C00404,2025-01-11,Delivered,4.99
O001716,C00445,2024-10-23,Delivered,0.0
O001717,C00484,2025-04-03,Delivered,19.99
O001718,C00523,2025-12-30,Delivered,12.99
O001719,C00755,2024-12-08,Delivered,0.0
O001720,C00342,2025-12-03,Delivered,4.99
O001721,C00627,2024-11-06,Shipped,7.99
O001722,C00394,2024-02-19,Delivered,0.0
O001723,C00157,2024-07-11,Delivered,4.99
O001724,C00941,2024-12-02,Shipped,0.0
O001725,C00438,2024-07-23,Delivered,12.99
O001726,C00576,2024-01-01,Returned,12.99
O001727,C00898,2025-12-01,Shipped,7.99
O001728,C00817,2025-11-06,Delivered,4.99
O001729,C00755,2025-08-09,Delivered,19.99
O001730,C00927,2024-06-13,Delivered,19.99
O001731,C00164,2024-04-29,Delivered,19.99
O001732,C00364,2024-03-03,Shipped,0.0
O001733,C00004,2025-07-26,Delivered,0.0
O001734,C00460,2025-12-06,Shipped,7.99
O001735,C00249,2024-12-07,Shipped,4.99
O001736,C00719,2024-04-27,Delivered,0.0
O001737,C00984,2025-01-10,Delivered,0.0
O001738,C00308,2024-11-08,Delivered,12.99
O001739,C00087,2024-11-17,Delivered,12.99
O001740,C00379,2025-04-30,Delivered,4.99
O001741,C00345,2025-07-22,Delivered,12.99
O001742,C00621,2024-04-18,Delivered,7.99
O001743,C00569,2024-01-30,Cancelled,12.99
O001744,C00792,2025-12-29,Delivered,4.99
O001745,C00242,2024-08-02,Delivered,0.0
O001746,C00510,2024-02-18,Delivered,4.99
O001747,C00650,2024-06-30,Shipped,4.99
