order_item_id,order_id,product_id,quantity,unit_price,discount
OI0002271,O001157,P00113,1,151.95,0.15
OI0002272,O001158,P00084,1,477.09,0.1
OI0002273,O001158,P00010,3,9.72,0.0
OI0002274,O001159,P00115,1,275.35,0.15
OI0002275,O001159,P00107,1,373.63,0.05
OI0002276,O001159,P00105,1,567.15,0.15
OI0002277,O001160,P00016,1,21.7,0.0
OI0002278,O001161,P00105,1,567.15,0.1
OI0002279,O001161,P00049,1,193.92,0.0
OI0002280,O001161,P00106,1,183.48,0.05
OI0002281,O001162,P00023,2,220.19,0.2
OI0002282,O001163,P00099,1,91.51,0.15
OI0002283,O001163,P00104,1,250.89,0.0
OI0002284,O001164,P00016,1,21.7,0.0
OI0002285,O001164,P00060,3,534.46,0.05
OI0002286,O001164,P00048,1,606.69,0.0
OI0002287,O001164,P00120,3,568.77,0.0
OI0002288,O001165,P00096,1,302.38,0.2
OI0002289,O001165,P00003,2,419.56,0.0
OI0002290,O001166,P00088,1,15.01,0.15
OI0002291,O001166,P00118,1,509.33,0.0
OI0002292,O001167,P00025,2,205.26,0.2
OI0002293,O001167,P00012,2,518.79,0.1
OI0002294,O001168,P00081,2,74.04,0.2
OI0002295,O001168,P00039,2,78.36,0.15
OI0002296,O001169,P00029,1,359.81,0.05
OI0002297,O001169,P00030,3,211.27,0.0
OI0002298,O001170,P00005,1,297.83,0.0
OI0002299,O001171,P00064,1,25.74,0.15
OI0002300,O001171,P00116,1,571.16,0.15
OI0002301,O001172,P00078,2,203.68,0.0
OI0002302,O001173,P00001,1,186.44,0.05
OI0002303,O001173,P00026,1,236.15,0.0
OI0002304,O001173,P00106,1,183.48,0.2
OI0002305,O001173,P00082,1,380.3,0.0
OI0002306,O001174,P00073,1,380.75,0.1
OI0002307,O001175,P00064,1,25.74,0.0
OI0002308,O001176,P00071,2,455.29,0.0
OI0002309,O001177,P00085,3,274.09,0.15
OI0002310,O001177,P00095,2,40.98,0.15
OI0002311,O001177,P00073,1,380.75,0.1
OI0002312,O001178,P00073,1,380.75,0.0
OI0002313,O001178,P00023,2,220.19,0.1
OI0002314,O001179,P00017,2,369.49,0.0
OI0002315,O001179,P00096,4,302.38,0.0
OI0002316,O001179,P00009,2,411.99,0.1
OI0002317,O001180,P00110,1,82.92,0.1
OI0002318,O001180,P00030,3,211.27,0.15
OI0002319,O001181,P00101,3,79.35,0.0
OI0002320,O001182,P00025,1,205.26,0.2
OI0002321,O001183,P00087,1,117.6,0.15
OI0002322,O001183,P00003,2,419.56,0.1
OI0002323,O001183,P00089,1,185.57,0.1
OI0002324,O001184,P00033,2,97.17,0.05
OI0002325,O001184,P00088,2,15.01,0.0
OI0002326,O001184,P00072,1,362.99,0.05
OI0002327,O001185,P00083,2,125.94,0.15
OI0002328,O001186,P00084,1,477.09,0.0
OI0002329,O001187,P00110,1,82.92,0.05
OI0002330,O001187,P00042,1,444.01,0.2
OI0002331,O001188,P00053,1,564.38,0.0
OI0002332,O001189,P00016,1,21.7,0.05
OI0002333,O001189,P00088,4,15.01,0.05
OI0002334,O001189,P00067,1,529.3,0.0
OI0002335,O001190,P00067,1,529.3,0.2
OI0002336,O001191,P00006,2,117.92,0.15
OI0002337,O001192,P00029,1,359.81,0.05
OI0002338,O001192,P00007,2,522.61,0.1
OI0002339,O001192,P00036,1,136.63,0.05
OI0002340,O001193,P00041,1,19.77,0.0
OI0002341,O001194,P00051,1,220.14,0.1
OI0002342,O001194,P00025,3,205.26,0.2
OI0002343,O001194,P00043,1,243.73,0.0
OI0002344,O001194,P00011,1,477.15,0.15
OI0002345,O001195,P00029,2,359.81,0.05
OI0002346,O001195,P00089,2,185.57,0.0
OI0002347,O001196,P00118,3,509.33,0.0
OI0002348,O001196,P00032,1,492.19,0.0
OI0002349,O001197,P00043,2,243.73,0.15
OI0002350,O001197,P00040,2,464.84,0.0
OI0002351,O001197,P00009,2,411.99,0.0
OI0002352,O001197,P00081,1,74.04,0.05
OI0002353,O001198,P00056,1,496.49,0.0
OI0002354,O001198,P00104,1,250.89,0.1
OI0002355,O001199,P00103,1,132.87,0.0
OI0002356,O001199,P00081,1,74.04,0.2
OI0002357,O001200,P00033,1,97.17,0.0
OI0002358,O001201,P00014,3,306.6,0.05
OI0002359,O001202,P00031,2,462.82,0.0
OI0002360,O001203,P00107,1,373.63,0.0
OI0002361,O001204,P00106,1,183.48,0.0
OI0002362,O001205,P00067,2,529.3,0.0
OI0002363,O001205,P00102,1,377.84,0.0
OI0002364,O001206,P00100,3,205.9,0.1
OI0002365,O001206,P00077,1,263.58,0.05
OI0002366,O001207,P00098,2,298.47,0.0
OI0002367,O001208,P00081,4,74.04,0.05
OI0002368,O001209,P00075,1,181.47,0.0
OI0002369,O001209,P00016,1,21.7,0.0
OI0002370,O001210,P00118,1,509.33,0.05
OI0002371,O001210,P00005,3,297.83,0.0
OI0002372,O001211,P00114,1,426.8,0.15
OI0002373,O001211,P00109,1,130.78,0.0
OI0002374,O001212,P00101,1,79.35,0.0
OI0002375,O001213,P00008,2,441.52,0.2
OI0002376,O001213,P00118,1,509.33,0.05
OI0002377,O001214,P00008,2,441.52,0.0
OI0002378,O001215,P00079,2,142.89,0.15
OI0002379,O001216,P00056,2,496.49,0.0
OI0002380,O001216,P00009,3,411.99,0.15
OI0002381,O001217,P00008,4,441.52,0.0
OI0002382,O001217,P00072,4,362.99,0.2
OI0002383,O001217,P00007,2,522.61,0.05
OI0002384,O001218,P00052,3,396.7,0.05
OI0002385,O001218,P00013,2,427.3,0.0
OI0002386,O001218,P00080,1,65.63,0.2
OI0002387,O001218,P00097,1,193.82,0.1
OI0002388,O001219,P00101,1,79.35,0.0
OI0002389,O001219,P00085,2,274.09,0.05
OI0002390,O001219,P00080,1,65.63,0.05
OI0002391,O001220,P00060,2,534.46,0.2
OI0002392,O001221,P00055,1,268.52,0.0
OI0002393,O001221,P00113,3,151.95,0.15
OI0002394,O001221,P00080,2,65.63,0.15
OI0002395,O001221,P00013,1,427.3,0.2
OI0002396,O001222,P00004,1,41.11,0.05
OI0002397,O001223,P00067,1,529.3,0.0
OI0002398,O001224,P00076,1,271.68,0.0
OI0002399,O001225,P00014,1,306.6,0.15
OI0002400,O001225,P00002,2,75.51,0.0
OI0002401,O001225,P00077,1,263.58,0.1
OI0002402,O001226,P00102,3,377.84,0.1
OI0002403,O001226,P00108,1,475.6,0.0
OI0002404,O001226,P00025,3,205.26,0.15
OI0002405,O001227,P00066,2,422.64,0.05
OI0002406,O001227,P00033,2,97.17,0.05
OI0002407,O001227,P00046,1,488.5,0.15
OI0002408,O001228,P00080,1,65.63,0.05
OI0002409,O001229,P00024,1,194.34,0.0
OI0002410,O001230,P00018,1,97.12,0.0
OI0002411,O001230,P00103,4,132.87,0.0
OI0002412,O001230,P00006,1,117.92,0.0
OI0002413,O001231,P00075,1,181.47,0.05
OI0002414,O001232,P00066,4,422.64,0.15
OI0002415,O001233,P00097,1,193.82,0.1
OI0002416,O001233,P00046,3,488.5,0.1
OI0002417,O001233,P00040,2,464.84,0.2
OI0002418,O001234,P00019,2,80.96,0.0
OI0002419,O001235,P00061,1,62.41,0.1
OI0002420,O001235,P00040,2,464.84,0.0
OI0002421,O001236,P00038,1,373.16,0.0
OI0002422,O001237,P00002,4,75.51,0.1
OI0002423,O001238,P00076,1,271.68,0.0
OI0002424,O001238,P00085,1,274.09,0.0
OI0002425,O001238,P00087,1,117.6,0.0
OI0002426,O001239,P00065,1,96.5,0.1
OI0002427,O001239,P00105,2,567.15,0.2
OI0002428,O001239,P00107,3,373.63,0.0
OI0002429,O001240,P00055,1,268.52,0.0
OI0002430,O001240,P00045,1,303.55,0.0
OI0002431,O001241,P00082,2,380.3,0.0
OI0002432,O001241,P00117,2,372.96,0.2
OI0002433,O001242,P00009,1,411.99,0.0
OI0002434,O001242,P00044,3,52.37,0.15
OI0002435,O001243,P00061,1,62.41,0.15
OI0002436,O001244,P00089,1,185.57,0.15
OI0002437,O001244,P00060,2,534.46,0.0
OI0002438,O001244,P00077,2,263.58,0.2
OI0002439,O001245,P00075,1,181.47,0.0
OI0002440,O001245,P00073,1,380.75,0.1
OI0002441,O001246,P00039,1,78.36,0.05
OI0002442,O001247,P00043,2,243.73,0.2
OI0002443,O001247,P00021,1,265.21,0.0
OI0002444,O001247,P00014,3,306.6,0.05
OI0002445,O001247,P00059,2,377.25,0.0
OI0002446,O001248,P00118,1,509.33,0.0
OI0002447,O001249,P00082,4,380.3,0.0
OI0002448,O001250,P00089,3,185.57,0.05
OI0002449,O001250,P00030,1,211.27,0.1
OI0002450,O001251,P00028,1,43.31,0.15
OI0002451,O001251,P00031,4,462.82,0.2
OI0002452,O001251,P00062,3,140.07,0.2
OI0002453,O001252,P00043,2,243.73,0.2
OI0002454,O001253,P00095,3,40.98,0.05
OI0002455,O001253,P00049,1,193.92,0.0
OI0002456,O001253,P00027,1,425.73,0.2
OI0002457,O001254,P00001,2,186.44,0.0
OI0002458,O001254,P00047,1,293.14,0.0
OI0002459,O001254,P00002,2,75.51,0.0
OI0002460,O001255,P00072,2,362.99,0.0
OI0002461,O001256,P00019,1,80.96,0.0
OI0002462,O001257,P00057,1,460.12,0.15
OI0002463,O001257,P00025,1,205.26,0.1
OI0002464,O001258,P00117,1,372.96,0.0
OI0002465,O001258,P00098,1,298.47,0.0
OI0002466,O001259,P00004,1,41.11,0.0
OI0002467,O001259,P00026,1,236.15,0.0
OI0002468,O001259,P00037,2,379.94,0.0
OI0002469,O001260,P00093,2,320.92,0.1
OI0002470,O001260,P00023,1,220.19,0.0
OI0002471,O001260,P00044,2,52.37,0.0
OI0002472,O001260,P00109,4,130.78,0.0
OI0002473,O001261,P00003,4,419.56,0.2
OI0002474,O001261,P00023,1,220.19,0.0
OI0002475,O001262,P00117,1,372.96,0.0
OI0002476,O001262,P00013,2,427.3,0.2
OI0002477,O001263,P00087,1,117.6,0.0
OI0002478,O001264,P00049,1,193.92,0.15
OI0002479,O001265,P00101,1,79.35,0.0
OI0002480,O001266,P00044,4,52.37,0.0
OI0002481,O001267,P00040,1,464.84,0.05
OI0002482,O001268,P00031,1,462.82,0.0
OI0002483,O001269,P00104,1,250.89,0.0
OI0002484,O001270,P00085,1,274.09,0.2
OI0002485,O001270,P00022,1,315.29,0.1
OI0002486,O001270,P00068,1,131.83,0.05
OI0002487,O001271,P00113,2,151.95,0.0
OI0002488,O001271,P00092,1,315.53,0.0
OI0002489,O001271,P00009,1,411.99,0.0
OI0002490,O001272,P00102,1,377.84,0.15
OI0002491,O001272,P00025,1,205.26,0.0
OI0002492,O001272,P00069,1,452.65,0.0
OI0002493,O001272,P00049,1,193.92,0.1
OI0002494,O001273,P00055,4,268.52,0.2
OI0002495,O001273,P00082,2,380.3,0.1
OI0002496,O001273,P00032,1,492.19,0.1
OI0002497,O001273,P00118,1,509.33,0.0
OI0002498,O001273,P00006,1,117.92,0.2
OI0002499,O001274,P00069,2,452.65,0.0
OI0002500,O001274,P00038,1,373.16,0.0
OI0002501,O001274,P00102,1,377.84,0.15
OI0002502,O001274,P00020,1,21.08,0.2
OI0002503,O001274,P00042,4,444.01,0.0
OI0002504,O001275,P00112,1,264.71,0.2
OI0002505,O001275,P00017,1,369.49,0.1
OI0002506,O001276,P00075,3,181.47,0.05
OI0002507,O001277,P00027,3,425.73,0.2
OI0002508,O001277,P00094,2,222.34,0.15
OI0002509,O001277,P00011,1,477.15,0.1
OI0002510,O001277,P00101,1,79.35,0.0
OI0002511,O001277,P00061,1,62.41,0.0
OI0002512,O001278,P00066,1,422.64,0.2
OI0002513,O001278,P00050,2,212.38,0.15
OI0002514,O001279,P00097,1,193.82,0.1
OI0002515,O001280,P00048,3,606.69,0.05
OI0002516,O001280,P00064,1,25.74,0.0
OI0002517,O001280,P00067,1,529.3,0.0
OI0002518,O001281,P00092,2,315.53,0.05
OI0002519,O001281,P00048,1,606.69,0.15
OI0002520,O001281,P00068,1,131.83,0.05
OI0002521,O001281,P00089,1,185.57,0.05
OI0002522,O001282,P00035,3,385.83,0.05
OI0002523,O001282,P00075,1,181.47,0.15
OI0002524,O001283,P00118,1,509.33,0.2
OI0002525,O001284,P00075,1,181.47,0.15
OI0002526,O001285,P00005,1,297.83,0.0
OI0002527,O001286,P00029,1,359.81,0.0
OI0002528,O001287,P00058,2,268.06,0.2
OI0002529,O001288,P00031,1,462.82,0.0
OI0002530,O001288,P00051,1,220.14,0.0
OI0002531,O001289,P00055,3,268.52,0.2
OI0002532,O001289,P00114,1,426.8,0.0
OI0002533,O001289,P00049,2,193.92,0.0
OI0002534,O001289,P00074,1,138.42,0.1
OI0002535,O001289,P00021,1,265.21,0.0
OI0002536,O001290,P00018,1,97.12,0.2
OI0002537,O001291,P00011,2,477.15,0.05
OI0002538,O001291,P00038,2,373.16,0.1
OI0002539,O001292,P00046,1,488.5,0.0
OI0002540,O001293,P00075,1,181.47,0.0
OI0002541,O001294,P00060,2,534.46,0.05
OI0002542,O001294,P00066,4,422.64,0.05
OI0002543,O001294,P00080,2,65.63,0.05
OI0002544,O001294,P00044,1,52.37,0.05
OI0002545,O001294,P00055,1,268.52,0.0
OI0002546,O001295,P00103,1,132.87,0.0
OI0002547,O001295,P00064,2,25.74,0.0
OI0002548,O001296,P00049,1,193.92,0.0
OI0002549,O001296,P00004,2,41.11,0.05
OI0002550,O001297,P00030,1,211.27,0.0
OI0002551,O001297,P00034,2,79.08,0.0
OI0002552,O001297,P00083,1,125.94,0.0
OI0002553,O001298,P00038,1,373.16,0.1
OI0002554,O001298,P00108,1,475.6,0.1
OI0002555,O001299,P00070,1,403.55,0.0
OI0002556,O001299,P00083,2,125.94,0.2
OI0002557,O001300,P00036,1,136.63,0.0
OI0002558,O001300,P00119,2,324.39,0.0
OI0002559,O001300,P00030,1,211.27,0.0
OI0002560,O001301,P00047,2,293.14,0.0
OI0002561,O001302,P00070,1,403.55,0.0
OI0002562,O001302,P00026,3,236.15,0.0
OI0002563,O001303,P00087,4,117.6,0.0
OI0002564,O001303,P00043,1,243.73,0.0
OI0002565,O001304,P00096,1,302.38,0.2
OI0002566,O001305,P00099,1,91.51,0.15
OI0002567,O001306,P00109,1,130.78,0.0
OI0002568,O001306,P00036,1,136.63,0.15
OI0002569,O001307,P00078,1,203.68,0.2
OI0002570,O001307,P00018,2,97.12,0.2
OI0002571,O001308,P00092,4,315.53,0.0
OI0002572,O001308,P00095,1,40.98,0.0
OI0002573,O001308,P00070,1,403.55,0.2
OI0002574,O001309,P00039,3,78.36,0.2
OI0002575,O001309,P00037,2,379.94,0.0
OI0002576,O001310,P00101,1,79.35,0.05
OI0002577,O001311,P00052,2,396.7,0.1
OI0002578,O001311,P00106,3,183.48,0.2
OI0002579,O001312,P00084,4,477.09,0.0
OI0002580,O001313,P00061,4,62.41,0.15
OI0002581,O001314,P00066,2,422.64,0.2
OI0002582,O001314,P00098,2,298.47,0.05
OI0002583,O001314,P00020,1,21.08,0.0
OI0002584,O001315,P00030,1,211.27,0.15
OI0002585,O001316,P00096,1,302.38,0.0
OI0002586,O001317,P00061,3,62.41,0.0
OI0002587,O001318,P00067,2,529.3,0.1
OI0002588,O001319,P00101,1,79.35,0.2
OI0002589,O001319,P00071,1,455.29,0.05
OI0002590,O001320,P00093,2,320.92,0.2
OI0002591,O001321,P00060,1,534.46,0.2
OI0002592,O001321,P00044,2,52.37,0.0
OI0002593,O001322,P00041,2,19.77,0.2
OI0002594,O001323,P00025,2,205.26,0.05
OI0002595,O001324,P00099,2,91.51,0.05
OI0002596,O001324,P00090,1,335.08,0.05
OI0002597,O001324,P00054,1,499.72,0.2
OI0002598,O001324,P00027,2,425.73,0.1
OI0002599,O001325,P00004,1,41.11,0.0
OI0002600,O001325,P00048,2,606.69,0.1
OI0002601,O001326,P00112,1,264.71,0.0
OI0002602,O001327,P00040,1,464.84,0.2
OI0002603,O001327,P00095,1,40.98,0.15
OI0002604,O001327,P00002,2,75.51,0.2
OI0002605,O001327,P00064,3,25.74,0.0
OI0002606,O001328,P00044,2,52.37,0.0
OI0002607,O001329,P00054,1,499.72,0.2
OI0002608,O001329,P00055,1,268.52,0.05
OI0002609,O001329,P00088,1,15.01,0.2
OI0002610,O001330,P00100,2,205.9,0.1
OI0002611,O001330,P00089,1,185.57,0.0
OI0002612,O001331,P00042,2,444.01,0.1
OI0002613,O001331,P00076,1,271.68,0.2
OI0002614,O001331,P00003,2,419.56,0.0
OI0002615,O001332,P00119,3,324.39,0.0
OI0002616,O001333,P00020,2,21.08,0.1
OI0002617,O001333,P00043,2,243.73,0.15
OI0002618,O001334,P00103,3,132.87,0.1
OI0002619,O001334,P00078,2,203.68,0.1
OI0002620,O001335,P00111,1,39.89,0.05
OI0002621,O001335,P00051,1,220.14,0.0
OI0002622,O001335,P00049,3,193.92,0.1
OI0002623,O001335,P00027,2,425.73,0.05
OI0002624,O001336,P00025,4,205.26,0.0
OI0002625,O001336,P00061,1,62.41,0.0
OI0002626,O001337,P00073,1,380.75,0.05
OI0002627,O001338,P00082,2,380.3,0.0
OI0002628,O001338,P00115,4,275.35,0.0
OI0002629,O001339,P00022,2,315.29,0.15
OI0002630,O001339,P00014,3,306.6,0.1
OI0002631,O001340,P00023,1,220.19,0.2
OI0002632,O001340,P00005,2,297.83,0.15
OI0002633,O001341,P00078,4,203.68,0.0
OI0002634,O001341,P00063,2,329.62,0.0
OI0002635,O001341,P00004,3,41.11,0.05
OI0002636,O001341,P00024,1,194.34,0.0
OI0002637,O001342,P00027,4,425.73,0.0
OI0002638,O001343,P00038,1,373.16,0.15
OI0002639,O001344,P00068,1,131.83,0.0
OI0002640,O001345,P00059,1,377.25,0.0
OI0002641,O001345,P00008,3,441.52,0.1
OI0002642,O001346,P00002,1,75.51,0.05
OI0002643,O001346,P00022,1,315.29,0.05
OI0002644,O001346,P00042,2,444.01,0.0
OI0002645,O001346,P00111,2,39.89,0.0
OI0002646,O001347,P00017,1,369.49,0.1
OI0002647,O001348,P00054,1,499.72,0.05
OI0002648,O001349,P00096,2,302.38,0.05
OI0002649,O001349,P00009,2,411.99,0.2
OI0002650,O001350,P00027,1,425.73,0.0
OI0002651,O001350,P00017,2,369.49,0.0
OI0002652,O001350,P00112,1,264.71,0.05
OI0002653,O001351,P00105,2,567.15,0.15
OI0002654,O001351,P00091,2,86.94,0.05
OI0002655,O001352,P00021,2,265.21,0.1
OI0002656,O001352,P00078,3,203.68,0.0
OI0002657,O001353,P00076,2,271.68,0.1
OI0002658,O001353,P00026,4,236.15,0.15
OI0002659,O001354,P00088,1,15.01,0.0
OI0002660,O001354,P00059,1,377.25,0.0
OI0002661,O001355,P00001,1,186.44,0.0
OI0002662,O001356,P00058,1,268.06,0.05
OI0002663,O001356,P00009,4,411.99,0.1
OI0002664,O001356,P00106,1,183.48,0.2
OI0002665,O001357,P00032,1,492.19,0.0
OI0002666,O001357,P00068,1,131.83,0.1
OI0002667,O001358,P00113,1,151.95,0.05
OI0002668,O001358,P00063,1,329.62,0.1
OI0002669,O001358,P00059,1,377.25,0.0
OI0002670,O001359,P00095,2,40.98,0.0
OI0002671,O001359,P00012,4,518.79,0.15
OI0002672,O001360,P00113,1,151.95,0.05
OI0002673,O001361,P00045,4,303.55,0.2
OI0002674,O001361,P00090,3,335.08,0.15
OI0002675,O001362,P00102,1,377.84,0.05
OI0002676,O001362,P00039,1,78.36,0.1
OI0002677,O001363,P00106,1,183.48,0.2
OI0002678,O001364,P00109,2,130.78,0.05
OI0002679,O001364,P00023,2,220.19,0.0
OI0002680,O001365,P00023,2,220.19,0.1
OI0002681,O001366,P00094,1,222.34,0.05
OI0002682,O001367,P00059,3,377.25,0.05
OI0002683,O001368,P00117,2,372.96,0.15
OI0002684,O001369,P00024,1,194.34,0.15
OI0002685,O001370,P00073,1,380.75,0.0
OI0002686,O001370,P00013,1,427.3,0.0
OI0002687,O001370,P00051,1,220.14,0.2
OI0002688,O001370,P00090,3,335.08,0.0
OI0002689,O001371,P00036,1,136.63,0.15
OI0002690,O001372,P00069,1,452.65,0.15
OI0002691,O001372,P00038,1,373.16,0.0
OI0002692,O001373,P00090,2,335.08,0.15
OI0002693,O001373,P00093,1,320.92,0.0
OI0002694,O001374,P00117,3,372.96,0.2
OI0002695,O001374,P00064,3,25.74,0.1
OI0002696,O001374,P00053,1,564.38,0.0
OI0002697,O001375,P00048,3,606.69,0.0
OI0002698,O001376,P00097,1,193.82,0.0
OI0002699,O001377,P00065,1,96.5,0.0
OI0002700,O001377,P00099,1,91.51,0.05
OI0002701,O001377,P00100,1,205.9,0.05
OI0002702,O001378,P00022,1,315.29,0.1
OI0002703,O001378,P00033,3,97.17,0.0
OI0002704,O001378,P00027,2,425.73,0.05
OI0002705,O001379,P00004,1,41.11,0.15
OI0002706,O001379,P00010,1,9.72,0.15
OI0002707,O001380,P00087,1,117.6,0.05
OI0002708,O001380,P00096,3,302.38,0.05
OI0002709,O001381,P00044,1,52.37,0.05
OI0002710,O001381,P00096,1,302.38,0.2
OI0002711,O001382,P00025,1,205.26,0.0
OI0002712,O001382,P00051,1,220.14,0.0
OI0002713,O001382,P00005,3,297.83,0.0
OI0002714,O001383,P00091,1,86.94,0.0
OI0002715,O001383,P00118,2,509.33,0.0
OI0002716,O001384,P00086,1,55.76,0.05
OI0002717,O001384,P00096,1,302.38,0.05
OI0002718,O001385,P00060,1,534.46,0.1
OI0002719,O001385,P00009,2,411.99,0.15
OI0002720,O001385,P00011,1,477.15,0.0
OI0002721,O001386,P00092,1,315.53,0.05
OI0002722,O001387,P00018,2,97.12,0.2
OI0002723,O001387,P00061,1,62.41,0.0
OI0002724,O001388,P00108,3,475.6,0.0
OI0002725,O001389,P00022,2,315.29,0.2
OI0002726,O001390,P00003,4,419.56,0.0
OI0002727,O001390,P00078,3,203.68,0.0
OI0002728,O001390,P00013,1,427.3,0.1
OI0002729,O001390,P00023,4,220.19,0.15
OI0002730,O001391,P00051,2,220.14,0.15
OI0002731,O001391,P00022,1,315.29,0.2
OI0002732,O001391,P00010,4,9.72,0.0
OI0002733,O001392,P00087,2,117.6,0.05
OI0002734,O001392,P00035,1,385.83,0.0
OI0002735,O001392,P00020,1,21.08,0.0
OI0002736,O001393,P00028,1,43.31,0.15
OI0002737,O001393,P00092,1,315.53,0.1
OI0002738,O001393,P00005,2,297.83,0.0
OI0002739,O001393,P00115,1,275.35,0.05
OI0002740,O001394,P00090,1,335.08,0.0
OI0002741,O001395,P00108,1,475.6,0.15
OI0002742,O001396,P00104,1,250.89,0.1
OI0002743,O001397,P00083,3,125.94,0.15
OI0002744,O001397,P00085,1,274.09,0.15
OI0002745,O001398,P00115,1,275.35,0.0
OI0002746,O001399,P00050,4,212.38,0.05
OI0002747,O001399,P00089,1,185.57,0.0
OI0002748,O001399,P00040,1,464.84,0.1
OI0002749,O001400,P00001,2,186.44,0.2
OI0002750,O001400,P00007,1,522.61,0.05
OI0002751,O001401,P00099,2,91.51,0.0
OI0002752,O001401,P00026,4,236.15,0.0
OI0002753,O001402,P00117,4,372.96,0.0
OI0002754,O001403,P00026,2,236.15,0.0
OI0002755,O001404,P00003,1,419.56,0.0
OI0002756,O001404,P00054,2,499.72,0.0
OI0002757,O001405,P00044,1,52.37,0.2
OI0002758,O001406,P00025,1,205.26,0.15
OI0002759,O001406,P00088,1,15.01,0.0
OI0002760,O001407,P00029,1,359.81,0.2
OI0002761,O001407,P00113,1,151.95,0.2
OI0002762,O001407,P00013,1,427.3,0.15
OI0002763,O001407,P00103,1,132.87,0.0
OI0002764,O001408,P00093,1,320.92,0.0
OI0002765,O001409,P00006,1,117.92,0.05
OI0002766,O001410,P00066,2,422.64,0.0
OI0002767,O001410,P00014,1,306.6,0.0
OI0002768,O001410,P00105,1,567.15,0.1
OI0002769,O001411,P00081,1,74.04,0.0
OI0002770,O001411,P00025,3,205.26,0.1
OI0002771,O001411,P00080,1,65.63,0.05
OI0002772,O001412,P00055,2,268.52,0.0
OI0002773,O001413,P00030,1,211.27,0.0
OI0002774,O001413,P00028,1,43.31,0.0
OI0002775,O001413,P00014,1,306.6,0.0
OI0002776,O001414,P00002,2,75.51,0.0
OI0002777,O001414,P00052,1,396.7,0.05
OI0002778,O001414,P00084,1,477.09,0.0
OI0002779,O001414,P00041,1,19.77,0.05
OI0002780,O001415,P00029,1,359.81,0.0
OI0002781,O001416,P00085,1,274.09,0.0
OI0002782,O001416,P00105,1,567.15,0.15
OI0002783,O001417,P00080,1,65.63,0.0
OI0002784,O001417,P00048,1,606.69,0.0
OI0002785,O001418,P00114,1,426.8,0.0
OI0002786,O001419,P00053,2,564.38,0.1
OI0002787,O001419,P00039,1,78.36,0.05
OI0002788,O001419,P00099,1,91.51,0.0
OI0002789,O001420,P00092,1,315.53,0.1
OI0002790,O001421,P00102,1,377.84,0.2
OI0002791,O001421,P00119,1,324.39,0.1
OI0002792,O001422,P00022,2,315.29,0.0
OI0002793,O001423,P00013,3,427.3,0.15
OI0002794,O001423,P00077,1,263.58,0.15
OI0002795,O001423,P00042,2,444.01,0.05
OI0002796,O001424,P00087,3,117.6,0.2
OI0002797,O001424,P00119,1,324.39,0.15
OI0002798,O001425,P00018,1,97.12,0.0
OI0002799,O001425,P00043,2,243.73,0.15
OI0002800,O001426,P00098,2,298.47,0.15
OI0002801,O001427,P00041,1,19.77,0.05
OI0002802,O001427,P00109,1,130.78,0.0
OI0002803,O001427,P00086,1,55.76,0.0
OI0002804,O001428,P00003,1,419.56,0.1
OI0002805,O001429,P00117,3,372.96,0.1
OI0002806,O001430,P00058,2,268.06,0.05
OI0002807,O001431,P00066,3,422.64,0.0
OI0002808,O001431,P00082,2,380.3,0.1
OI0002809,O001431,P00095,1,40.98,0.1
OI0002810,O001432,P00091,1,86.94,0.0
OI0002811,O001432,P00002,3,75.51,0.1
OI0002812,O001432,P00030,2,211.27,0.2
OI0002813,O001433,P00115,1,275.35,0.0
OI0002814,O001433,P00016,1,21.7,0.15
OI0002815,O001433,P00040,2,464.84,0.05
OI0002816,O001434,P00097,1,193.82,0.0
OI0002817,O001434,P00032,3,492.19,0.0
OI0002818,O001434,P00080,1,65.63,0.0
OI0002819,O001435,P00048,2,606.69,0.0
OI0002820,O001435,P00064,1,25.74,0.0
OI0002821,O001436,P00020,2,21.08,0.05
OI0002822,O001437,P00027,1,425.73,0.15
OI0002823,O001438,P00005,2,297.83,0.15
OI0002824,O001438,P00031,1,462.82,0.1
OI0002825,O001438,P00119,1,324.39,0.05
OI0002826,O001439,P00095,2,40.98,0.0
OI0002827,O001440,P00018,2,97.12,0.0
OI0002828,O001440,P00036,2,136.63,0.15
OI0002829,O001441,P00101,1,79.35,0.2
OI0002830,O001442,P00006,1,117.92,0.15
OI0002831,O001442,P00067,2,529.3,0.2
OI0002832,O001442,P00102,3,377.84,0.0
OI0002833,O001442,P00054,3,499.72,0.2
OI0002834,O001443,P00004,1,41.11,0.2
OI0002835,O001443,P00030,4,211.27,0.15
OI0002836,O001444,P00043,1,243.73,0.0
OI0002837,O001444,P00044,1,52.37,0.0
OI0002838,O001445,P00070,3,403.55,0.0
OI0002839,O001446,P00117,2,372.96,0.15
OI0002840,O001446,P00118,2,509.33,0.0
OI0002841,O001447,P00103,2,132.87,0.15
OI0002842,O001447,P00088,3,15.01,0.0
OI0002843,O001447,P00090,1,335.08,0.1
OI0002844,O001448,P00112,2,264.71,0.05
OI0002845,O001449,P00067,1,529.3,0.0
OI0002846,O001449,P00042,1,444.01,0.05
OI0002847,O001450,P00081,2,74.04,0.0
OI0002848,O001451,P00009,1,411.99,0.05
OI0002849,O001451,P00112,2,264.71,0.0
OI0002850,O001452,P00025,2,205.26,0.0
OI0002851,O001453,P00082,2,380.3,0.0
OI0002852,O001453,P00019,1,80.96,0.0
